"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"conseiller / conseillère pénitentiaire d'insertion et de probation";http://www.onisep.fr/http/redirection/metier/slug/MET.712;"Les métiers du social";Parcours;2019;9782273014571;"GFE W : droit, enseignement, recherche et sciences humaines";K1207;"Intervention socioéducative";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1207;"santé - social - sport/travail social"
"conservateur territorial des bibliothèques / conservatrice territoriale des bibliothèques";http://www.onisep.fr/http/redirection/metier/slug/MET.136;;"pas de publication Onisep spécifique";;;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";K1601;"Gestion de l'information et de la documentation";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1601;"information-communication, audiovisuel/bibliothèque - documentation"
"consultant / consultante en informatique décisionnelle";http://www.onisep.fr/http/redirection/metier/slug/MET.916;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, internet/informatique (généralités)"
"consultant / consultante en systèmes d'information";http://www.onisep.fr/http/redirection/metier/slug/MET.212;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, internet/informatique (généralités)"
"consultant / consultante SaaS";http://www.onisep.fr/http/redirection/metier/slug/MET.328;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, internet/informatique (généralités)"
contremaître;http://www.onisep.fr/http/redirection/metier/slug/MET.58;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1401;"Management et ingénierie gestion industrielle et logistique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1401;"matières premières, fabrication, industries/fabrication - productique| logistique - transport/logistique| mécanique/mécanique (généralités)| matières premières, fabrication, industries/méthodes industrialisation"
"contrôleur / contrôleuse des douanes et droits indirects";http://www.onisep.fr/http/redirection/metier/slug/MET.47;;"pas de publication Onisep spécifique";;;"GFE T : environnement, nettoyage, sécurité";K1505;"Protection des consommateurs et contrôle des échanges commerciaux";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1505;"armée, sécurité/sécurité prévention| logistique - transport/transport"
"contrôleur / contrôleuse technique automobile";http://www.onisep.fr/http/redirection/metier/slug/MET.297;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";I1604;"Mécanique automobile et entretien de véhicules";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1604;mécanique/automobile
"coordonnateur / coordonnatrice d'études cliniques";http://www.onisep.fr/http/redirection/metier/slug/MET.827;"Les métiers de l'industrie du médicament";"Zoom sur les métiers";2017;9782273013642;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"sciences/biologie| santé - social - sport/santé (généralités)"
"correcteur / correctrice";http://www.onisep.fr/http/redirection/metier/slug/MET.331;"Les métiers du livre";Parcours;2021;9782273015851;"GFE U : communication, médias";E1305;"Préparation et correction en édition et presse";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1305;"information-communication, audiovisuel/industries graphiques| information-communication, audiovisuel/journalisme - édition - publicité"
"créateur / créatrice textile";http://www.onisep.fr/http/redirection/metier/slug/MET.97;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE L : textile, habillement, cuir";B1805;Stylisme;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1805;"arts, culture, artisanat/artisanat d'art"
"cuisinier / cuisinière";http://www.onisep.fr/http/redirection/metier/slug/MET.420;"Les métiers de l'hôtellerie et de la restauration";Parcours;2018;9782273013895;"GFE K : production alimentaire";G1602;"Personnel de cuisine";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1602;"hôtellerie - restauration - tourisme/restauration"
"data manager";http://www.onisep.fr/http/redirection/metier/slug/MET.613;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1802;"Expertise et support en systèmes d'information";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802;"informatique, internet/informatique (généralités)| sciences/mathématiques"
"data manager";http://www.onisep.fr/http/redirection/metier/slug/MET.613;"Les métiers des entreprises du dispositif médical";"Zoom sur les métiers";2020;9782273015486;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1802;"Expertise et support en systèmes d'information";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802;"informatique, internet/informatique (généralités)| sciences/mathématiques"
"décorateur / décoratrice d'intérieur";http://www.onisep.fr/http/redirection/metier/slug/MET.257;"Les métiers du design";Parcours;2019;9782273014595;"GFE C : bâtiment";F1102;"Conception - aménagement d'espaces intérieurs";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1102;"arts, culture, artisanat/arts appliqués"
démographe;http://www.onisep.fr/http/redirection/metier/slug/MET.179;;"pas de publication Onisep spécifique";;;"GFE W : droit, enseignement, recherche et sciences humaines";K2401;"Recherche en sciences de l'homme et de la société";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2401;"histoire-géographie, psychologie, sociologie/sciences sociales"
"designer graphique";http://www.onisep.fr/http/redirection/metier/slug/MET.5;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE N : techniques graphiques, impression";E1205;"Réalisation de contenus multimédias";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/industries graphiques"
"designer graphique";http://www.onisep.fr/http/redirection/metier/slug/MET.5;"Les métiers du design";Parcours;2019;9782273014595;"GFE N : techniques graphiques, impression";E1205;"Réalisation de contenus multimédias";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/industries graphiques"
"designer industriel / designeuse industrielle";http://www.onisep.fr/http/redirection/metier/slug/MET.568;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE N : techniques graphiques, impression";H1204;"Design industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1204;"arts, culture, artisanat/arts graphiques"
"designer sonore";http://www.onisep.fr/http/redirection/metier/slug/MET.621;"Les métiers du design";Parcours;2019;9782273014595;"GFE V : arts, spectacle, audiovisuel";L1507;"Montage audiovisuel et post-production";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1507;"information-communication, audiovisuel/audiovisuel"
"dessinateur / dessinatrice en construction mécanique";http://www.onisep.fr/http/redirection/metier/slug/MET.306;;"pas de publication Onisep spécifique";;;"GFE F : mécanique";H1203;"Conception et dessin produits mécaniques";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1203;"matières premières, fabrication, industries/études et développement| informatique, internet/informatique industrielle et technologique| mécanique/mécanique (généralités)"
"développeur / développeuse d'applications mobiles";http://www.onisep.fr/http/redirection/metier/slug/MET.503;"Les métiers de la Grande Ecole du Numérique";"Zoom sur les métiers";2019;9782273014854;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1805;"Études et développement informatique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805;"informatique, internet/développement - programmation -  logiciel"
"développeur / développeuse informatique";http://www.onisep.fr/http/redirection/metier/slug/MET.12;"Les métiers du jeu vidéo";Parcours;2019;9782273014502;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1805;"Études et développement informatique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805;"informatique, internet/développement - programmation -  logiciel"
"diététicien / diététicienne";http://www.onisep.fr/http/redirection/metier/slug/MET.672;"Les métiers du goût et des saveurs";Parcours;2021;9782273015721;"GFE R : santé, social, soins personnels";J1402;Diététique;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1402;"santé - social - sport/paramédical"
"directeur / directrice artistique";http://www.onisep.fr/http/redirection/metier/slug/MET.537;"Les métiers de l'information et de la communication";Parcours;2021;9782273015950;"GFE U : communication, médias";E1104;"Conception de contenus multimédias";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1104;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/journalisme - édition - publicité"
"directeur / directrice d'hôtel";http://www.onisep.fr/http/redirection/metier/slug/MET.2;"Les métiers de l'hôtellerie et de la restauration";Parcours;2018;9782273013895;"GFE S : hôtellerie,  tourisme, loisirs";G1402;"Management d'hôtel-restaurant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1402;"gestion des entreprises, comptabilité/administration de l'entreprise| hôtellerie - restauration - tourisme/hôtellerie| hôtellerie - restauration - tourisme/tourisme"
"directeur / directrice de la photographie";http://www.onisep.fr/http/redirection/metier/slug/MET.755;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE U : communication, médias";L1505;"Image cinématographique et télévisuelle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1505;"information-communication, audiovisuel/audiovisuel"
"domoticien / domoticienne";http://www.onisep.fr/http/redirection/metier/slug/MET.795;"Les métiers du bâtiment et des travaux publics";Parcours;2019;9782273014540;"GFE H : électricité, énergie, électronique";F1106;"Ingénierie et études du BTP";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1106;"électricité - électronique - robotique/électronique| électricité - électronique - robotique/électrotechnique| environnement - énergies - propreté/énergies| construction - architecture - travaux publics/équipement technique"
"économe de flux";http://www.onisep.fr/http/redirection/metier/slug/MET.60;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE H : électricité, énergie, électronique";;;;"environnement - énergies - propreté/énergies"
écotoxicologue;http://www.onisep.fr/http/redirection/metier/slug/MET.372;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE T : environnement, nettoyage, sécurité";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/biologie| sciences/chimie"
écotoxicologue;http://www.onisep.fr/http/redirection/metier/slug/MET.372;"Les métiers de la biologie";Parcours;2020;9782273015066;"GFE T : environnement, nettoyage, sécurité";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/biologie| sciences/chimie"
"éducateur / éducatrice de jeunes enfants";http://www.onisep.fr/http/redirection/metier/slug/MET.668;"Les métiers auprès des enfants";Parcours;2020;9782273015189;"GFE R : santé, social, soins personnels";K1202;"Éducation de jeunes enfants";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1202;"santé - social - sport/travail social"
"éducateur canin / éducatrice canine";http://www.onisep.fr/http/redirection/metier/slug/MET.964;"Les métiers auprès des animaux";Parcours;2019;9782273014588;"GFE A : agriculture";A1408;"Élevage d'animaux sauvages ou de compagnie";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1408;"agriculture, animaux/soins aux animaux"
